ticker,company_name,edinet_code,jpx_industry,broad_sector,business_theme,listing_date,listing_note,business_summary,source_note
2620,株式会社インターメスティック,E03492,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社インターメスティックのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2630,株式会社デジタルキューブ,E40034,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社デジタルキューブのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2640,株式会社Ｓｃｈｏｏ,E40018,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社ＳｃｈｏｏのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2650,Ｈｍｃｏｍｍ株式会社,E40058,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,Ｈｍｃｏｍｍ株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2651,株式会社ローソン,E03345,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社ローソンのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2652,株式会社まんだらけ,E03347,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社まんだらけのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2653,イオン九州株式会社,E03349,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,イオン九州株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2654,株式会社アスモ,E02917,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社アスモのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2656,株式会社ベクターホールディングス,E05112,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社ベクターホールディングスのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2659,株式会社サンエー,E03352,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社サンエーのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2664,株式会社カワチ薬品,E03356,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社カワチ薬品のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2666,株式会社　オートウェーブ,E03355,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社　オートウェーブのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2667,株式会社イメージワン,E02922,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社イメージワンのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2668,タビオ株式会社,E02923,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,タビオ株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2669,カネ美食品株式会社,E03358,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,カネ美食品株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2670,株式会社エービーシー・マート,E02925,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社エービーシー・マートのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2673,夢みつけ隊株式会社,E03360,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,夢みつけ隊株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2674,株式会社ハードオフコーポレーション,E03361,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社ハードオフコーポレーションのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2676,高千穂交易株式会社,E02927,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,高千穂交易株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2678,アスクル株式会社,E03363,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,アスクル株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2680,リガク・ホールディングス株式会社,E39892,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,リガク・ホールディングス株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2681,株式会社ゲオホールディングス,E03367,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社ゲオホールディングスのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2683,株式会社魚喜,E03365,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社魚喜のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2685,株式会社アンドエスティＨＤ,E03368,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社アンドエスティＨＤのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2686,株式会社ジーフット,E03370,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社ジーフットのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2687,株式会社シー・ヴイ・エス・ベイエリア,E03372,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社シー・ヴイ・エス・ベイエリアのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2689,オルバヘルスケアホールディングス株式会社,E02928,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,オルバヘルスケアホールディングス株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2690,株式会社Ｓａｐｅｅｔ,E39968,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社ＳａｐｅｅｔのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2692,伊藤忠食品株式会社,E02931,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,伊藤忠食品株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2693,ＹＫＴ株式会社,E02932,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,ＹＫＴ株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2694,株式会社焼肉坂井ホールディングス,E03374,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社焼肉坂井ホールディングスのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2695,くら寿司株式会社,E03375,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,くら寿司株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2698,株式会社キャンドゥ,E03377,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社キャンドゥのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2700,木徳神糧株式会社,E02934,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,木徳神糧株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2702,日本マクドナルドホールディングス株式会社,E03366,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,日本マクドナルドホールディングス株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2705,株式会社大戸屋ホールディングス,E03380,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社大戸屋ホールディングスのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2708,株式会社久世,E02938,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社久世のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2715,エレマテック株式会社,E02941,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,エレマテック株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2720,株式会社グリーンクロスホールディングス,E39812,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社グリーンクロスホールディングスのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2721,株式会社ジェイホールディングス,E05241,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社ジェイホールディングスのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2722,株式会社ＩＫホールディングス,E03386,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社ＩＫホールディングスのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2726,株式会社パルグループホールディングス,E03387,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社パルグループホールディングスのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2730,株式会社エディオン,E03399,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社エディオンのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2733,株式会社あらた,E02947,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社あらたのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2734,株式会社サーラコーポレーション,E03408,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社サーラコーポレーションのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2735,株式会社ワッツ,E03391,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社ワッツのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2736,フェスタリアホールディングス株式会社,E03392,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,フェスタリアホールディングス株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2737,株式会社トーメンデバイス,E02946,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社トーメンデバイスのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2740,株式会社ガーデン,E40066,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社ガーデンのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2742,株式会社ハローズ,E03395,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社ハローズのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2743,ピクセルカンパニーズ株式会社,E02949,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,ピクセルカンパニーズ株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2747,北雄ラッキー株式会社,E03397,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,北雄ラッキー株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2749,株式会社ＪＰホールディングス,E05306,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社ＪＰホールディングスのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2750,ハンワホームズ株式会社,E40194,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,ハンワホームズ株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2751,株式会社テンポスホールディングス,E02953,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社テンポスホールディングスのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2752,株式会社フジオフードグループ本社,E03400,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社フジオフードグループ本社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2753,株式会社　あみやき亭,E03398,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社　あみやき亭のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2754,株式会社東葛ホールディングス,E03401,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社東葛ホールディングスのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2760,東京エレクトロンデバイス株式会社,E02955,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,東京エレクトロンデバイス株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2762,株式会社ＳＡＮＫＯ　ＭＡＲＫＥＴＩＮＧ　ＦＯＯＤＳ,E03404,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社ＳＡＮＫＯ　ＭＡＲＫＥＴＩＮＧ　ＦＯＯＤＳのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2763,株式会社エフティグループ,E03405,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社エフティグループのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2764,株式会社ひらまつ,E03406,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社ひらまつのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2767,円谷フィールズホールディングス株式会社,E03407,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,円谷フィールズホールディングス株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2768,双日株式会社,E02958,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,双日株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2769,株式会社ヴィレッジヴァンガードコーポレーション,E03409,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社ヴィレッジヴァンガードコーポレーションのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2770,グロービング株式会社,E40147,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,グロービング株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2776,新都ホールディングス株式会社,E02960,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,新都ホールディングス株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2778,パレモ・ホールディングス株式会社,E03415,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,パレモ・ホールディングス株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2780,Ｔｅｒｒａ　Ｄｒｏｎｅ株式会社,E40060,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,Ｔｅｒｒａ　Ｄｒｏｎｅ株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2782,株式会社セリア,E03418,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社セリアのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2784,アルフレッサホールディングス株式会社,E02962,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,アルフレッサホールディングス株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2788,アップルインターナショナル株式会社,E02963,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,アップルインターナショナル株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2789,株式会社カルラ,E03422,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社カルラのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2790,株式会社ナフコ,E03421,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社ナフコのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2791,大黒天物産株式会社,E03423,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,大黒天物産株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2792,株式会社ハニーズホールディングス,E03424,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社ハニーズホールディングスのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2795,日本プリメックス株式会社,E02964,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,日本プリメックス株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2796,ファーマライズホールディングス株式会社,E05379,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,ファーマライズホールディングス株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2798,株式会社ワイズテーブルコーポレーション,E03428,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社ワイズテーブルコーポレーションのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2800,株式会社ＴＭＨ,E40175,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社ＴＭＨのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2801,キッコーマン株式会社,E00435,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,キッコーマン株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2802,味の素株式会社,E00436,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,味の素株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2804,ブルドックソース株式会社,E00466,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,ブルドックソース株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2805,ヱスビー食品株式会社,E00452,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,ヱスビー食品株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2806,ユタカフーズ株式会社,E00465,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,ユタカフーズ株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2809,キユーピー株式会社,E00464,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,キユーピー株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2810,ハウス食品グループ本社株式会社,E00462,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,ハウス食品グループ本社株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2811,カゴメ株式会社,E00444,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,カゴメ株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2813,和弘食品株式会社,E00478,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,和弘食品株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2814,佐藤食品工業株式会社,E00484,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,佐藤食品工業株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2815,アリアケジャパン株式会社,E00486,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,アリアケジャパン株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2816,株式会社ダイショー,E00501,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社ダイショーのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2818,株式会社ピエトロ,E00513,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社ピエトロのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2819,エバラ食品工業株式会社,E00514,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,エバラ食品工業株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2820,株式会社やまみ,E32364,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社やまみのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2830,アヲハタ株式会社,E00503,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,アヲハタ株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2831,はごろもフーズ株式会社,E00508,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,はごろもフーズ株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2850,キオクシアホールディングス株式会社,E35948,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,キオクシアホールディングス株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2860,株式会社ユカリア,E12328,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社ユカリアのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2870,黒田グループ株式会社,E40213,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,黒田グループ株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2871,株式会社ニチレイ,E00446,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社ニチレイのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2872,株式会社セイヒョー,E00447,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社セイヒョーのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2874,横浜冷凍株式会社,E02576,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,横浜冷凍株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2875,東洋水産株式会社,E00461,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,東洋水産株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2876,株式会社デルソーレ,E00488,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社デルソーレのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2877,日東ベスト株式会社,E00498,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,日東ベスト株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2880,ラクサス・テクノロジーズ株式会社,E40206,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,ラクサス・テクノロジーズ株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2882,株式会社イートアンドホールディングス,E25551,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社イートアンドホールディングスのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2883,株式会社大冷,E31012,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社大冷のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2884,株式会社ヨシムラ・フード・ホールディングス,E32138,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社ヨシムラ・フード・ホールディングスのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2892,日本食品化工株式会社,E00442,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,日本食品化工株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2894,石井食品株式会社,E00453,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,石井食品株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2897,日清食品ホールディングス株式会社,E00457,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,日清食品ホールディングス株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2899,株式会社永谷園ホールディングス,E00469,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社永谷園ホールディングスのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2900,株式会社Ｓｙｎｓｐｅｃｔｉｖｅ,E40216,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社ＳｙｎｓｐｅｃｔｉｖｅのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2901,株式会社ウェルディッシュ,E00471,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,株式会社ウェルディッシュのEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2902,太陽化学株式会社,E00472,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,太陽化学株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2903,シノブフーズ株式会社,E00473,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,シノブフーズ株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
2904,一正蒲鉾株式会社,E00476,未分類,EDINET提出企業,EDINET提出企業,,EDINET書類一覧から追加。上場日やJPX業種は別途確認してください。,一正蒲鉾株式会社のEDINET提出書類から追加した企業候補です。,EDINET documents API cache
